ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (mm)","Width (mm)","Height (mm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Bundled Items (JSON-encoded)","Bundle Layout","Bundle Group Mode","Bundle Cart Editing","Bundle Sold Individually","Bundle Form Location","Bundle Sells","Bundle Sells Title","Bundle Sells Discount","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global"
\n
\n&nbsp;
\n
\nOn top of these, the speaker carries a convenient USB charge out. The speaker is IPX7 rated, featuring a waterproof design, with rugged fabric in exclusive colors complementing the Xtreme 2.
\n
\nTogether with JBL Connect+ it can wirelessly link more than 100 JBL Connect+ enabled speakers to elevate your listening experience and making the party even bigger.
\n
\nThe speaker carries integrated hooks, a durable metal base, and an added bottle opener to the carrying strap adding to the consumer convenience level whilst on the go.
\n
\nNot to forget it's just as well a perfect audio solution for any home.
\n
\nWhether in the living room, poolside, or tailgating for the big game, the JBL Xtreme 2 brings bold sound, wherever! Wireless Bluetooth StreamingWirelessly connect up to 2 smartphones or tablets to the speaker and take turns enjoying immersive stereo sound.
\n
\n15 hours of playtime",,,taxable,,0,0,,0,0,,,,,0,,,999,"Audio, Audio > Speakers",,,"https://orjeen.com/wp-content/uploads/3-204.jpg, https://orjeen.com/wp-content/uploads/1-371.jpg, https://orjeen.com/wp-content/uploads/4-166.jpg, https://orjeen.com/wp-content/uploads/2-272.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,"Ocean Blue",1,1,Model,"XTREME 2",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35232,simple,RJ4000230,"JBL Portable Speaker With Powerful Sound XTREME 2 Forest Green",1,0,visible,"<ul>
\n 	<li>Wireless Bluetooth® streaming</li>
\n 	<li>15 hours of playback</li>
\n 	<li>IPX7 waterproof</li>
\n 	<li>JBL Connect + technology</li>
\n 	<li>Durable textile and robust material</li>
\n 	<li>JBL bass emitters (converters)</li>
\n</ul>","Unleash powerful sound everywhere. JBL Xtreme 2 is the ultimate portable Bluetooth speaker that effortlessly delivers dynamic and immersive stereo sound.
\n
\nThe speaker is armed with four drivers, two JBL Bass Radiators, a rechargeable 10, 000mAh Li-ion battery supporting up to 15 hours of playtime.
\nThe JBL Xtreme 2 is the perfect portable Bluetooth speaker that effortlessly delivers dynamic and immersive stereo sound. The speaker is equipped with four drivers, two JBL bass emitters, a rechargeable 10,000 mAh Li-ion battery that supports up to 15 hours of playback. In addition to all this, the speaker has a practical USB charging output. Named IPX7, the speaker features a waterproof design, with rugged fabrics in exclusive colors that complement the Xtreme 2. Together with JBL Connect + technology, it can connect wirelessly to more than 100 speakers equipped with JBL Connect + technology, enhancing your experience from listening and partying will be even more amazing. The speaker is
\nEquipped with integrated hooks, a durable metal base and an added bottle opener to the carrying strap, which increases the user's comfort level on the road. Remember that it is also the perfect sound solution for any home. Whether in the living room, by the pool, or involved in a big game, the JBL Xtreme 2 delivers bold sound anywhere.
\n
\n&nbsp;
\n
\nOn top of these, the speaker carries a convenient USB charge out. The speaker is IPX7 rated, featuring a waterproof design, with rugged fabric in exclusive colors complementing the Xtreme 2.
\n
\nTogether with JBL Connect+ it can wirelessly link more than 100 JBL Connect+ enabled speakers to elevate your listening experience and making the party even bigger.
\n
\nThe speaker carries integrated hooks, a durable metal base, and an added bottle opener to the carrying strap adding to the consumer convenience level whilst on the go.
\n
\nNot to forget it's just as well a perfect audio solution for any home.
\n
\nWhether in the living room, poolside, or tailgating for the big game, the JBL Xtreme 2 brings bold sound, wherever! Wireless Bluetooth StreamingWirelessly connect up to 2 smartphones or tablets to the speaker and take turns enjoying immersive stereo sound.
\n
\n15 hours of playtime",,,taxable,,0,0,,0,0,,,,,0,,,900,"Audio, Audio > Speakers",,,"https://orjeen.com/wp-content/uploads/2-273.jpg, https://orjeen.com/wp-content/uploads/1-372.jpg, https://orjeen.com/wp-content/uploads/3-205.jpg, https://orjeen.com/wp-content/uploads/4-167.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,"Forest Green",1,1,Model,"XTREME 2",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35233,simple,RJ4000257,"JBL Kids Wireless On-Ear Headphone JR310BT Blue",1,0,visible,"<ul>
\n 	<li>JBL Safe Sound</li>
\n 	<li>Equipped with Bluetooth technology</li>
\n 	<li>Built-in microphone</li>
\n 	<li>30-hour battery life</li>
\n 	<li>Simple controls</li>
\n 	<li>Comfortable fit</li>
\n 	<li>Fully portable</li>
\n 	<li>Customize them - JBL sticker set</li>
\n</ul>","Legendary sound for small ears.
\nSafe, lightweight and sized for kids, the JBL Jr310BT wireless headphones provide up to 30 hours of JBL legendary sound and entertainment for the youngest music fans. The headphones are designed to never exceed 85 dB for hearing protection, with controls that can be easily operated by children themselves. Kids listen in comfort thanks to the upholstered soft headband and soft-fitting earbuds. And every headphone is different, because the JBL Jr310BT headphones can be customized with affordable, reusable stickers for even more fun!
\n
\nJBL Safe Sound
\nThe legendary JBL sound is designed to never exceed 85 dB, making the headphones safe even for the youngest music fans.
\n
\nEquipped with Bluetooth technology
\nWireless connection within a distance of 15 meters means that you do not have to worry about any cables.
\n
\nBuilt-
\nin microphone The built- in microphone will help your children stay in touch with the world. During breaks, they can easily chat with friends and family or teachers when they are busy learning.
\n
\n30-hour battery life
\n30-hour battery life and fast charging with user-friendly USB type C. And for super fast charging, you get 2 hours of battery life after just 5 minutes of charging.
\n
\nSimple controls
\nChild-friendly control buttons ensure easy and safe operation by children.
\n
\nComfortable fit
\nSoft padded voice belt and earbuds for easy fitting.
\n
\nFully portable
\nThe combination of compact and foldable design makes music highly portable.
\n
\nPersonalize them - JBL Sticker set
\nChildren can customize the headphones with stickers in the package. Inverter size: 32 mm dynamic inverter
\n
\n&nbsp;
\n
\nPower supply: 5.0 V 1.0 A
\nWeight: 115 g
\nBattery type: Lithium-ion Polymer battery (400 mA / 3.7 V)
\nCharging time: &lt;2 hours when the battery is discharged
\nMusic playback with BT on: 30 hours
\nFrequency response: 20 Hz - 20 kHz
\nImpedance: 32 ohms
\nSensitivity: 90 dB SPL @ 1 kHz 1 mW
\nMaximum SPL: 80 dB
\nMicrophone sensitivity: -40 ± 3 dBV @ 1 kHz / Pa
\nBluetooth version: 5.0
\nBluetooth profile version: A2DP 1.3, AVRCP 1.5, HFP V1.6
\nBluetooth transmitter frequency range: 2.4GHz - 2.4835 GHz
\nBluetooth transmitter power: &lt;4 dbm
\nBluetooth transmitter modulation: GFSK, π / 4 DQPSK, 8DPSK
\nMaximum operating temperature: 45 ° C",,,taxable,,1,5,,0,0,,,,,0,,,219,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/6-69.jpg, https://orjeen.com/wp-content/uploads/1-373.jpg, https://orjeen.com/wp-content/uploads/2-274.jpg, https://orjeen.com/wp-content/uploads/3-206.jpg, https://orjeen.com/wp-content/uploads/4-168.jpg, https://orjeen.com/wp-content/uploads/7-46.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Blue,1,1,Model,JR310BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35234,simple,RJ4000258,"JBL Kids Wireless On-Ear Headphone JR310BT Red",1,0,visible,"<ul>
\n 	<li>JBL Safe Sound</li>
\n 	<li>Equipped with Bluetooth technology</li>
\n 	<li>Built-in microphone</li>
\n 	<li>30-hour battery life</li>
\n 	<li>Simple controls</li>
\n 	<li>Comfortable fit</li>
\n 	<li>Fully portable</li>
\n 	<li>Customize them - JBL sticker set</li>
\n</ul>","<strong>Legendary sound for small ears.</strong>
\nSafe, lightweight and sized for kids, the JBL Jr310BT wireless headphones provide up to 30 hours of JBL legendary sound and entertainment for the youngest music fans. The headphones are designed to never exceed 85 dB for hearing protection, with controls that can be easily operated by children themselves. Kids listen in comfort thanks to the upholstered soft headband and soft-fitting earbuds. And every headphone is different, because the JBL Jr310BT headphones can be customized with affordable, reusable stickers for even more fun!
\n
\n<strong>JBL Safe Sound</strong>
\nThe legendary JBL sound is designed to never exceed 85 dB, making the headphones safe even for the youngest music fans.
\n
\n<strong>Equipped with Bluetooth technology</strong>
\nWireless connection within a distance of 15 meters means that you do not have to worry about any cables.
\n
\nBuilt-
\nin microphone The built- in microphone will help your children stay in touch with the world. During breaks, they can easily chat with friends and family or teachers when they are busy learning.
\n
\n<strong>30-hour battery life</strong>
\n30-hour battery life and fast charging with user-friendly USB type C. And for super fast charging, you get 2 hours of battery life after just 5 minutes of charging.
\n
\n<strong>Simple controls</strong>
\nChild-friendly control buttons ensure easy and safe operation by children.
\n
\n<strong>Comfortable fit</strong>
\nSoft padded voice belt and earbuds for easy fitting.
\n
\n<strong>Fully portable</strong>
\nThe combination of compact and foldable design makes music highly portable.
\n
\n<strong>Personalize them - JBL Sticker set</strong>
\nChildren can customize the headphones with stickers in the package. Inverter size: 32 mm dynamic inverter
\n
\n&nbsp;
\n
\nPower supply: 5.0 V 1.0 A
\nWeight: 115 g
\nBattery type: Lithium-ion Polymer battery (400 mA / 3.7 V)
\nCharging time: &lt;2 hours when the battery is discharged
\nMusic playback with BT on: 30 hours
\nFrequency response: 20 Hz - 20 kHz
\nImpedance: 32 ohms
\nSensitivity: 90 dB SPL @ 1 kHz 1 mW
\nMaximum SPL: 80 dB
\nMicrophone sensitivity: -40 ± 3 dBV @ 1 kHz / Pa
\nBluetooth version: 5.0
\nBluetooth profile version: A2DP 1.3, AVRCP 1.5, HFP V1.6
\nBluetooth transmitter frequency range: 2.4GHz - 2.4835 GHz
\nBluetooth transmitter power: &lt;4 dbm
\nBluetooth transmitter modulation: GFSK, π / 4 DQPSK, 8DPSK
\nMaximum operating temperature: 45 ° C",,,taxable,,1,5,,0,0,,,,,0,,,219,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/1-374.jpg, https://orjeen.com/wp-content/uploads/2-275.jpg, https://orjeen.com/wp-content/uploads/4-169.jpg, https://orjeen.com/wp-content/uploads/3-207.jpg, https://orjeen.com/wp-content/uploads/6-70.jpg, https://orjeen.com/wp-content/uploads/5-108.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Red,1,1,Model,JR310BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35235,simple,RJ4000259,"JBL Kids On-Ear Wired Headphone JR310 Blue",1,0,visible,"<ul>
\n 	<li>JBL Safe Sound (&lt;85 dB)</li>
\n 	<li>Designed for children</li>
\n 	<li>Built-in microphone</li>
\n 	<li>Comfortable fit</li>
\n 	<li>Fully portable</li>
\n 	<li>Customize them with the JBL sticker set</li>
\n</ul>","<strong>Legendary sound for small ears.</strong>
\nSafe, lightweight and sized for kids, JBL headphones are specially built to safely deliver the legendary JBL sound and entertainment for even the youngest music fans. Designed to never exceed 85 dB for hearing protection, the headphones are equipped with a cordless microphone and controls that can be easily operated by children themselves. Kids listen in comfort thanks to the upholstered soft headband and soft-fitting earbuds. And every headphone is different, because the JBL Jr310 headphones can be customized with the included, reusable stickers for even more fun!
\n
\nJBL Safe Sound (&lt;85dB): JBL legendary sound designed to never exceed 85dB making them safe for even the youngest music fans.
\n
\nDesigned for kids: Custom designed ear cushions and headband with cool colors.
\n
\nBuilt-in mic: Help your kids stay connected to the world with the built-in mic. They can chat easily with friends and family during downtime, or teachers while they’re busy learning.",,,taxable,,1,5,,0,0,,,,,0,,,129,"Audio, Audio > Earphones &amp; Headphones",,,"https://orjeen.com/wp-content/uploads/1-375.jpg, https://orjeen.com/wp-content/uploads/2-276.jpg, https://orjeen.com/wp-content/uploads/3-208.jpg, https://orjeen.com/wp-content/uploads/5-109.jpg, https://orjeen.com/wp-content/uploads/6-71.jpg, https://orjeen.com/wp-content/uploads/7-48.jpg, https://orjeen.com/wp-content/uploads/4-170.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Blue,1,1,Model,JR310,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35236,simple,RJ4000260,"JBL Kids On-Ear Wired Headphone JR310 Red",1,1,visible,"<ul>
\n 	<li>JBL Safe Sound (&lt;85 dB)</li>
\n 	<li>Designed for children</li>
\n 	<li>Built-in microphone</li>
\n 	<li>Comfortable fit</li>
\n 	<li>Fully portable</li>
\n 	<li>Customize them with the JBL sticker set</li>
\n</ul>","Legendary sound for small ears.
\nSafe, lightweight and sized for kids, JBL headphones are specially built to safely deliver the legendary JBL sound and entertainment for even the youngest music fans. Designed to never exceed 85 dB for hearing protection, the headphones are equipped with a cordless microphone and controls that can be easily operated by children themselves. Kids listen in comfort thanks to the upholstered soft headband and soft-fitting earbuds. And every headphone is different, because the JBL Jr310 headphones can be customized with the included, reusable stickers for even more fun!
\n
\nJBL Safe Sound (&lt;85dB): JBL legendary sound designed to never exceed 85dB making them safe for even the youngest music fans.
\n
\nDesigned for kids: Custom designed ear cushions and headband with cool colors.
\n
\nBuilt-in mic: Help your kids stay connected to the world with the built-in mic. They can chat easily with friends and family during downtime, or teachers while they’re busy learning.",,,taxable,,1,5,,0,0,,,,,0,,,129,"Audio, Audio > Earphones &amp; Headphones",,,"https://orjeen.com/wp-content/uploads/1-376.jpg, https://orjeen.com/wp-content/uploads/2-277.jpg, https://orjeen.com/wp-content/uploads/3-209.jpg, https://orjeen.com/wp-content/uploads/4-171.jpg, https://orjeen.com/wp-content/uploads/6-72.jpg, https://orjeen.com/wp-content/uploads/7-49.jpg, https://orjeen.com/wp-content/uploads/5-110.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Red,1,1,Model,JR310,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35237,simple,RJ4000261,"JBL On-Ear Earphone T500BT Black",1,0,visible,"<ul>
\n 	<li>Wireless Bluetooth streaming</li>
\n 	<li>JBL Pure Bass sound</li>
\n 	<li>Hands free calls</li>
\n 	<li>Lightweight, comfortable and foldable design</li>
\n 	<li>Multipoint connections</li>
\n 	<li>Ask Siri or Google Now</li>
\n 	<li>16 hours play time</li>
\n</ul>","Full bass, all day.
\nThe JBL TUNE500BT headphones allow you to stream powerful audio without any cable connections, for up to 16 hours of pure pleasure. Easy to use and equipped with 32 mm JBL drivers and JBL Pure Bass sound, these headphones provide quick access to unique sound at any time. And if you get a phone call while watching a video on another device, the JBL TUNE500BT will seamlessly switch your mobile phone to you. Equipped with Bluetooth technology, the JBL TUNE500BT headphones also allow you to connect to Siri or Google Now without using your mobile phone. Available in 4 bright colors with the possibility of folding for their easy portability. The JBL TUNE500BT headphones are a solution that allows you to bring music to every aspect of your busy life.
\n
\nBluetooth wireless streaming
\nStream high-quality audio wirelessly from your smartphone or tablet, without the need for messy cables.
\n
\nJBL Pure Bass Sound The
\nheadphones have the renowned JBL Pure Bass sound, which can be found in the most famous places around the world.
\n
\nHands free calls
\nEasily control your sound and manage your phone calls from your headphones with the handy 1-button remote control with microphone.
\n
\n16 hour battery life 2 hours of charging and fast charging (5 minutes = 1 hour of listening)
\nFor long-lasting entertainment, listen wirelessly for 16 hours and charge the battery in as little as 2 hours. Fast 5-minute charging brings you another hour of listening to music.
\n
\nLightweight, comfortable and foldable design
\nThanks to the light material and soft earbuds with a padded headband, these headphones are comfortable to wear for a long time. Thanks to the foldable design, these headphones are easy to wear wherever and whenever you want to listen to music.
\n
\nMultipoint Connections
\nAllows you to easily switch from one Bluetooth® device to another. You can easily switch from the video on your tablet to a phone call on your mobile phone, so you never miss a phone call.
\n
\nAsk Siri or Google Now
\nSiri or Google Now available with one button: activate the voice assistant by pressing the multifunction button.
\n
\n&nbsp;
\n
\nConverter size: 32 mm dynamic converter
\nFrequency response: 20 Hz - 20 kHz
\nBluetooth transmitter power: &lt;4 dBm
\nBluetooth transmitter modulator: GSFK, π / 4 DQPSK, 8DPSK
\nBluetooth frequency: 2.402 - 2.480 GHz
\nBluetooth profile: BT 4.1, A2DP v1. 2, AVRCP v1.5, HFP v1.6, HSP v1.2
\nBattery type: Polymeric li-ion battery (3.7 V, 300 mAH)
\nCharging time: 2 hours
\nMusic playback time with BT function on: 16 hours
\nWeight: 148 g",,,taxable,,1,5,,0,0,,,,,0,,,210,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/6-73.jpg, https://orjeen.com/wp-content/uploads/7-50.jpg, https://orjeen.com/wp-content/uploads/5-111.jpg, https://orjeen.com/wp-content/uploads/3-210.jpg, https://orjeen.com/wp-content/uploads/2-278.jpg, https://orjeen.com/wp-content/uploads/1-377.jpg, https://orjeen.com/wp-content/uploads/4-172.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Black,1,1,Model,T500BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35238,simple,RJ4000262,"JBL On-Ear Earphone T500BT Blue",1,0,visible,"<ul>
\n 	<li>Wireless Bluetooth streaming</li>
\n 	<li>JBL Pure Bass sound</li>
\n 	<li>Hands free calls</li>
\n 	<li>Lightweight, comfortable and foldable design</li>
\n 	<li>Multipoint connections</li>
\n 	<li>Ask Siri or Google Now</li>
\n 	<li>16 hours play time</li>
\n</ul>","Full bass, all day.
\nThe JBL TUNE500BT headphones allow you to stream powerful audio without any cable connections, for up to 16 hours of pure pleasure. Easy to use and equipped with 32 mm JBL drivers and JBL Pure Bass sound, these headphones provide quick access to unique sound at any time. And if you get a phone call while watching a video on another device, the JBL TUNE500BT will seamlessly switch your mobile phone to you. Equipped with Bluetooth technology, the JBL TUNE500BT headphones also allow you to connect to Siri or Google Now without using your mobile phone. Available in 4 bright colors with the possibility of folding for their easy portability. The JBL TUNE500BT headphones are a solution that allows you to bring music to every aspect of your busy life.
\n
\nBluetooth wireless streaming
\nStream high-quality audio wirelessly from your smartphone or tablet, without the need for messy cables.
\n
\nJBL Pure Bass Sound The
\nheadphones have the renowned JBL Pure Bass sound, which can be found in the most famous places around the world.
\n
\nHands free calls
\nEasily control your sound and manage your phone calls from your headphones with the handy 1-button remote control with microphone.
\n
\n16 hour battery life 2 hours of charging and fast charging (5 minutes = 1 hour of listening)
\nFor long-lasting entertainment, listen wirelessly for 16 hours and charge the battery in as little as 2 hours. Fast 5-minute charging brings you another hour of listening to music.
\n
\nLightweight, comfortable and foldable design
\nThanks to the light material and soft earbuds with a padded headband, these headphones are comfortable to wear for a long time. Thanks to the foldable design, these headphones are easy to wear wherever and whenever you want to listen to music.
\n
\nMultipoint Connections
\nAllows you to easily switch from one Bluetooth® device to another. You can easily switch from the video on your tablet to a phone call on your mobile phone, so you never miss a phone call.
\n
\nAsk Siri or Google Now
\nSiri or Google Now available with one button: activate the voice assistant by pressing the multifunction button.
\n
\n&nbsp;
\n
\nConverter size: 32 mm dynamic converter
\nFrequency response: 20 Hz - 20 kHz
\nBluetooth transmitter power: &lt;4 dBm
\nBluetooth transmitter modulator: GSFK, π / 4 DQPSK, 8DPSK
\nBluetooth frequency: 2.402 - 2.480 GHz
\nBluetooth profile: BT 4.1, A2DP v1. 2, AVRCP v1.5, HFP v1.6, HSP v1.2
\nBattery type: Polymeric li-ion battery (3.7 V, 300 mAH)
\nCharging time: 2 hours
\nMusic playback time with BT function on: 16 hours
\nWeight: 148 g",,,taxable,,1,5,,0,0,,,,,0,,,210,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/7-51.jpg, https://orjeen.com/wp-content/uploads/1-378.jpg, https://orjeen.com/wp-content/uploads/2-279.jpg, https://orjeen.com/wp-content/uploads/3-211.jpg, https://orjeen.com/wp-content/uploads/4-173.jpg, https://orjeen.com/wp-content/uploads/6-74.jpg, https://orjeen.com/wp-content/uploads/5-112.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Blue,1,1,Model,T500BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35239,simple,RJ4000263,"JBL On-Ear Earphone T500BT White",1,0,visible,"<ul>
\n 	<li>Wireless Bluetooth streaming</li>
\n 	<li>JBL Pure Bass sound</li>
\n 	<li>Hands free calls</li>
\n 	<li>Lightweight, comfortable and foldable design</li>
\n 	<li>Multipoint connections</li>
\n 	<li>Ask Siri or Google Now</li>
\n 	<li>16 hours play time</li>
\n</ul>","Full bass, all day.
\nThe JBL TUNE500BT headphones allow you to stream powerful audio without any cable connections, for up to 16 hours of pure pleasure. Easy to use and equipped with 32 mm JBL drivers and JBL Pure Bass sound, these headphones provide quick access to unique sound at any time. And if you get a phone call while watching a video on another device, the JBL TUNE500BT will seamlessly switch your mobile phone to you. Equipped with Bluetooth technology, the JBL TUNE500BT headphones also allow you to connect to Siri or Google Now without using your mobile phone. Available in 4 bright colors with the possibility of folding for their easy portability. The JBL TUNE500BT headphones are a solution that allows you to bring music to every aspect of your busy life.
\n
\nBluetooth wireless streaming
\nStream high-quality audio wirelessly from your smartphone or tablet, without the need for messy cables.
\n
\nJBL Pure Bass Sound The
\nheadphones have the renowned JBL Pure Bass sound, which can be found in the most famous places around the world.
\n
\nHands free calls
\nEasily control your sound and manage your phone calls from your headphones with the handy 1-button remote control with microphone.
\n
\n16 hour battery life 2 hours of charging and fast charging (5 minutes = 1 hour of listening)
\nFor long-lasting entertainment, listen wirelessly for 16 hours and charge the battery in as little as 2 hours. Fast 5-minute charging brings you another hour of listening to music.
\n
\nLightweight, comfortable and foldable design
\nThanks to the light material and soft earbuds with a padded headband, these headphones are comfortable to wear for a long time. Thanks to the foldable design, these headphones are easy to wear wherever and whenever you want to listen to music.
\n
\nMultipoint Connections
\nAllows you to easily switch from one Bluetooth® device to another. You can easily switch from the video on your tablet to a phone call on your mobile phone, so you never miss a phone call.
\n
\nAsk Siri or Google Now
\nSiri or Google Now available with one button: activate the voice assistant by pressing the multifunction button.
\n
\n&nbsp;
\n
\nConverter size: 32 mm dynamic converter
\nFrequency response: 20 Hz - 20 kHz
\nBluetooth transmitter power: &lt;4 dBm
\nBluetooth transmitter modulator: GSFK, π / 4 DQPSK, 8DPSK
\nBluetooth frequency: 2.402 - 2.480 GHz
\nBluetooth profile: BT 4.1, A2DP v1. 2, AVRCP v1.5, HFP v1.6, HSP v1.2
\nBattery type: Polymeric li-ion battery (3.7 V, 300 mAH)
\nCharging time: 2 hours
\nMusic playback time with BT function on: 16 hours
\nWeight: 148 g",,,taxable,,1,5,,0,0,,,,,0,,,210,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/3-212.jpg, https://orjeen.com/wp-content/uploads/2-280.jpg, https://orjeen.com/wp-content/uploads/4-174.jpg, https://orjeen.com/wp-content/uploads/5-113.jpg, https://orjeen.com/wp-content/uploads/1-379.jpg, https://orjeen.com/wp-content/uploads/6-75.jpg, https://orjeen.com/wp-content/uploads/7-52.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,White,1,1,Model,T500BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35240,simple,RJ4000264,"JBL On-Ear Earphone T500BT Pink",1,0,visible,"<ul>
\n 	<li>Wireless Bluetooth streaming</li>
\n 	<li>JBL Pure Bass sound</li>
\n 	<li>Hands free calls</li>
\n 	<li>Lightweight, comfortable and foldable design</li>
\n 	<li>Multipoint connections</li>
\n 	<li>Ask Siri or Google Now</li>
\n 	<li>16 hours play time</li>
\n</ul>","Full bass, all day.
\nThe JBL TUNE500BT headphones allow you to stream powerful audio without any cable connections, for up to 16 hours of pure pleasure. Easy to use and equipped with 32 mm JBL drivers and JBL Pure Bass sound, these headphones provide quick access to unique sound at any time. And if you get a phone call while watching a video on another device, the JBL TUNE500BT will seamlessly switch your mobile phone to you. Equipped with Bluetooth technology, the JBL TUNE500BT headphones also allow you to connect to Siri or Google Now without using your mobile phone. Available in 4 bright colors with the possibility of folding for their easy portability. The JBL TUNE500BT headphones are a solution that allows you to bring music to every aspect of your busy life.
\n
\nBluetooth wireless streaming
\nStream high-quality audio wirelessly from your smartphone or tablet, without the need for messy cables.
\n
\nJBL Pure Bass Sound The
\nheadphones have the renowned JBL Pure Bass sound, which can be found in the most famous places around the world.
\n
\nHands free calls
\nEasily control your sound and manage your phone calls from your headphones with the handy 1-button remote control with microphone.
\n
\n16 hour battery life 2 hours of charging and fast charging (5 minutes = 1 hour of listening)
\nFor long-lasting entertainment, listen wirelessly for 16 hours and charge the battery in as little as 2 hours. Fast 5-minute charging brings you another hour of listening to music.
\n
\nLightweight, comfortable and foldable design
\nThanks to the light material and soft earbuds with a padded headband, these headphones are comfortable to wear for a long time. Thanks to the foldable design, these headphones are easy to wear wherever and whenever you want to listen to music.
\n
\nMultipoint Connections
\nAllows you to easily switch from one Bluetooth® device to another. You can easily switch from the video on your tablet to a phone call on your mobile phone, so you never miss a phone call.
\n
\nAsk Siri or Google Now
\nSiri or Google Now available with one button: activate the voice assistant by pressing the multifunction button.
\n
\n&nbsp;
\n
\nConverter size: 32 mm dynamic converter
\nFrequency response: 20 Hz - 20 kHz
\nBluetooth transmitter power: &lt;4 dBm
\nBluetooth transmitter modulator: GSFK, π / 4 DQPSK, 8DPSK
\nBluetooth frequency: 2.402 - 2.480 GHz
\nBluetooth profile: BT 4.1, A2DP v1. 2, AVRCP v1.5, HFP v1.6, HSP v1.2
\nBattery type: Polymeric li-ion battery (3.7 V, 300 mAH)
\nCharging time: 2 hours
\nMusic playback time with BT function on: 16 hours
\nWeight: 148 g",,,taxable,,1,5,,0,0,,,,,0,,,210,"Audio > Airpods &amp; Earbuds, Audio",,,"https://orjeen.com/wp-content/uploads/2-281.jpg, https://orjeen.com/wp-content/uploads/1-380.jpg, https://orjeen.com/wp-content/uploads/3-213.jpg, https://orjeen.com/wp-content/uploads/4-175.jpg, https://orjeen.com/wp-content/uploads/5-114.jpg, https://orjeen.com/wp-content/uploads/7-53.jpg, https://orjeen.com/wp-content/uploads/6-76.jpg",,,,,,,,,0,,,,,,,,,,Brand,JBL,1,1,Color,Pink,1,1,Model,T500BT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35241,simple,RJ4000265,"JBL Over-Ear Bluetooth Stereo Headphone Wireless T750BT Black",1,0,visible,"<ul>
